airport_ident,length_ft,width_ft,surface,closed,le_ident,le_heading_degT,le_latitude_deg,le_longitude_deg,he_ident,he_heading_degT,he_latitude_deg,he_longitude_deg
08VA,1200,50,TURF,0,09,,,,27,,,
08XS,2350,100,TURF,0,03,,,,21,,,
09AA,22,24,Deck,0,H1,,,,H1,,,
09AK,1300,60,TURF,0,06,,,,24,,,
09AR,135,100,ASPH,0,H1,,,,,,,
09AZ,2350,80,DIRT,0,06,,,,24,,,
09CA,65,65,ASPH,0,H1,,,,,,,
09CL,2834,50,ASPH-F,0,01,26,39.11,-121.059,19,,39.1175,-121.054
09CN,50,50,CONC,0,H2,,,,,,,
09CO,3200,50,TURF,0,09,,,,27,,,
09FA,4800,50,ASPH-E,0,18,180,27.2522,-81.4131,36,,27.2389,-81.4131
09FD,2649,100,TURF,0,18,,,,36,,,
09FL,46,46,Turf,0,H1,,,,,,,
09GA,2400,70,TURF,0,09,,,,27,,,
09I,5000,1000,WATER,0,05,,,,23,,,
09I,5000,1000,WATER,0,08,,,,26,,,
09IA,2700,80,ASPH-TURF,0,09,,,,27,,,
09ID,2300,100,TURF,0,09,,,,27,,,
09II,1600,100,TURF,0,E,,,,W,,,
09IN,2200,70,TURF,0,09,,,,27,,,
09IN,2200,50,TURF,0,18,,,,36,,,
09IS,39,31,CONC,0,H1,,,,,,,
09KS,2500,60,TURF,0,17,,,,35,,,
09KY,50,50,CONC,0,H1,,,,,,,
09LA,50,50,CONC,0,H1,,,,,,,
09LL,2300,80,TURF,0,17,,,,35,,,
09LS,40,40,CONC,0,H1,,,,,,,
09MA,1700,50,TURF,0,09,,,,27,,,
09MA,2000,100,TURF,0,15,,,,33,,,
09MD,40,40,Concrete/Turf,0,H1,,,,,,,
09ME,2000,100,TURF,0,04,,,,22,,,
09MI,40,40,CONC,0,H1,,,,,,,
09MO,1320,50,TURF,0,E,,,,W,,,
09MT,4018,50,Turf,0,7,,,,25,,,
09N,1863,75,TURF-F,0,02,,,,20,,,
09NC,2400,80,TURF,0,16,,,,34,,,
09NE,2500,50,TURF,0,18,,,,36,,,
09NJ,100,100,TURF,0,H1,,,,,,,
09NR,1800,35,Turf,0,9,,,,27,,,
09NR,24,24,CON,0,H1,,,,H1,,,
09NR,24,24,CON,0,H2,,,,H2,,,
09NV,40,40,CON,0,H1,,,,,,,
09NY,100,100,ASPH,0,H1,,,,,,,
09OH,35,35,Concrete/Dirt,0,H1,,,,,,,
09OK,2500,50,TURF,0,01,,,,19,,,
09OR,50,50,TURF,0,H1,,,,,,,
09PA,2300,100,TURF,0,06,,,,24,,,
09S,1765,100,TURF-P,0,16,,48.8433,-117.284,34,,48.8385,-117.284
09TA,1600,40,TURF-P,0,17,,,,35,,,
09TE,2815,45,TURF-F,0,16,,,,34,,,
09TN,80,80,CONC,0,H1,,,,,,,
09TS,4083,42,ASPH,0,09,90,29.4824,-103.171,27,,29.4824,-103.158
09TX,2340,120,TURF,0,10,,,,28,,,
09TX,1220,120,TURF,0,14,,,,32,,,
09TX,5200,120,TURF,0,E,,,,W,,,
09VA,1100,50,TURF,0,05,,,,23,,,
09VG,96,60,CONC,0,H1,,,,,,,
09W,60,60,ASPH-G,0,H1,,,,,,,
09WA,60,60,CONC,0,H1,,,,,,,
09WI,2500,100,TURF,0,N,,,,S,,,
09XS,90,90,CONC,0,H1,,,,,,,
09Y,8000,500,WATER,0,17,,,,35,,,
0AA7,2539,100,Turf,0,18,,,,36,,,
0AK0,1050,70,TURF-G,0,08,,,,26,220.6,,
0AK1,2800,500,WATER,0,06W,,,,24W,,,
0AK1,1800,40,GRAVEL,0,08,,,,26,,,
0AK2,1000,150,TURF-DIRT,0,03,,,,21,,,
0AK3,1000,40,TURF,0,14,,,,32,,,
0AK5,1550,120,TURF,0,02,,,,20,,,
0AK6,1800,70,DIRT,0,11,,,,29,,,
0AK7,2400,75,GRVL,0,06,,,,24,,,
0AK9,2000,30,GRVL,0,17,,,,35,,,
0AL0,90,90,ASPH,0,H1,,,,,,,
0AL1,2640,70,TURF,0,17,,,,35,,,
0AL2,24,21,CONC,0,H1,,,,,,,
0AL3,24,24,CONC,0,H1,,,,,,,
0AL4,30,30,CONC,0,H1,,,,,,,
0AL5,2200,100,TURF,0,15,,,,33,,,
0AL6,49,49,ASPH,0,H1,,,,,,,
0AL7,30,30,CONC,0,H1,,,,,,,
0AL8,55,55,ASPH,0,H1,,,,,,,
0AL9,2200,50,TURF,0,09,,,,27,,,
0AR0,60,60,ASPH,0,H1,,,,,,,
0AR2,2800,60,TURF-GRVL,0,18,,,,36,,,
0AR4,11,11,ASPH,0,H1,,,,,,,
0AR5,42,42,CONC,0,H1,,,,,,,
0AR6,20,20,CONC,0,H1,,,,,,,
0AR8,30,30,CONC,0,H1,,,,,,,
0AR9,10,10,ASPH,0,H1,,,,,,,
0AZ0,40,40,MATS,0,H1,,,,,,,
0AZ2,1500,100,GRVL,0,12,131,33.7794,-113.644,30,,33.7767,-113.64
0AZ2,3500,42,ASPH,0,17,183,33.7828,-113.641,35,,33.7733,-113.642
0AZ4,2900,130,TURF,0,01,,,,19,,,
0AZ5,2600,60,ASPH-DIRT,0,17,,,,35,,,
0AZ6,40,45,CONC,0,H1,,,,,,,
0AZ6,40,45,CONC,0,H2,,,,,,,
0AZ6,40,45,CONC,0,H3,,,,,,,
0B2,1730,30,TURF-F,0,01,348,44.7615,-68.7671,19,168,44.7662,-68.7685
0B7,2575,30,ASPH-E,0,04,,,,22,,,
0C1,2375,35,ASPH-TRTD-P,0,02,19,39.4847,-94.7818,20,199,39.4909,-94.7792
0C2,2640,100,TURF-G,0,09,,41.7709,-88.7084,27,,41.7709,-88.6987
0C5,3800,100,TURF-G,0,18,180,43.5816,-85.2806,36,,43.5712,-85.2806
0C7,3980,200,TURF-G,0,18,,41.5273,-89.1329,36,,41.5164,-89.1324
0C8,2831,180,TURF-G,0,18,,41.5234,-88.6051,36,,41.5156,-88.6051
0CA2,45,45,CONC,0,H1,,,,,,,
0CA3,2100,20,ASPH,0,10,,34.59031,-120.01885,28,,34.58758,-120.01235
0CA4,3600,50,TREATED,0,06,,,,24,,,
0CA5,1400,30,ASPH,0,11,,,,29,,,
0CA6,2400,40,ASPH,0,04,,32.7477,-116.01977,22,,32.75117,-116.01267
0CA9,3300,60,ASPH,0,16,173,35.5994,-120.339,34,,35.5903,-120.338
0CD0,50,50,CONC,0,H1,,,,,,,
0CD1,45,45,MATS,0,H1,,,,,,,
0CD2,2500,50,TURF-P,0,08,,,,26,,,
0CD2,5000,100,TURF-F,0,17,,,,35,,,
0CD4,25,25,MATS,0,H1,,,,,,,
0CD5,5050,130,GRVL,0,04,,,,22,,,
0CD6,40,40,CONC,0,H1,,,,,,,
0CD7,956,300,TURF-G,0,06,,,,24,,,
0CD8,50,50,CONC-G,0,H1,,,,,,,
0CD9,50,50,CONC,0,H1,,,,,,,
0CL0,3720,75,DIRT,0,17,,,,35,,,
0CL1,3360,100,DIRT,0,07,,,,25,,,
0CL1,2040,100,DIRT,0,16,,,,34,,,
0CL3,1800,50,DIRT,0,05,,,,23,,,
0CL3,2036,30,DIRT,0,09,,,,27,,,
0CL4,50,50,CONC,0,H1,,,,,,,
0CL5,58,58,CONC,0,H1,,,,,,,
0CL6,1900,70,DIRT,0,09,,,,27,,,
0CL7,65,65,CONC,0,H1,,,,,,,
0CL8,3500,80,TURF,0,06,,,,24,,,
0CL8,80,80,SAND,0,H1,,,,,,,
0CL9,20,20,CONC,0,H1,,,,,,,
0CO0,100,100,TURF,0,H1,,,,,,,
0CO1,2500,50,TURF,0,N,,,,S,,,
0CO2,4000,40,ASPH,0,11,121.1,38.8544,-106.938,29,,38.8488,-106.926
0CO4,120,108,CONC,0,H1,,,,,,,
0CO6,4500,150,TURF,0,02,,,,20,,,
0CO6,4000,150,TURF,0,10,,,,28,,,
0CO7,152,64,ASPH,0,H1,,,,,,,
0CO8,2000,30,DIRT,0,17,,,,35,,,
0CO9,2600,50,GRVL-DIRT,0,E,,,,W,,,
0CT0,36,36,CONC,0,H1,,,,,,,
0CT1,50,50,ASPH,0,H1,,,,,,,
0CT2,40,40,ASPH,0,H1,,,,,,,
0CT3,60,60,CONC,0,H1,,,,,,,
0CT5,50,50,CONC,0,H1,,,,,,,
0CT6,65,65,ASPH,0,H1,,,,,,,
0CT7,66,48,CONC,0,H1,,,,,,,
0CT8,60,60,ASPH,0,H1,,,,,,,
0CT9,60,75,CONC,0,H1,,,,,,,
0D7,1955,110,TURF-G,0,09,,40.7906,-83.8326,27,,40.7906,-83.8255
0E9,3270,80,TURF-F,0,09,,,,27,,,
0E9,3000,100,WATER,0,11W,,,,29W,,,
0FA0,200,150,TURF,0,H1,,,,,,,
0FA1,1800,75,TURF,0,09,,,,27,,,
0FA2,50,50,CONC,0,H2,,,,,,,
0FA3,20,20,CON,0,H1,,,,,,,
0FA6,45,45,Roof/Top,0,H1,,,,,,,
0FD0,4000,75,TURF,0,09,,,,27,,,
0FD1,50,40,ASPH,0,H1,,,,,,,
0FD2,48,48,CONC,0,H1,,,,,,,
0FD3,2100,50,TURF,0,08,,,,26,,,
0FD3,4000,40,TURF,0,13,,,,31,,,
0FD5,2100,100,TURF,0,09,,,,27,,,
0FD6,3000,100,WATER,0,02W,,,,20W,,,
0FD9,1975,60,TURF,0,04,,,,22,,,
0FL0,2300,100,TURF,0,14,,,,32,,,
0FL1,65,65,Deck,0,NWA,,,,NWD,,,
0FL2,2000,100,WATER,0,05,,,,23,,,
0FL3,60,60,CONC,0,H1,,,,,,,
0FL4,100,100,CONC,0,H1,,,,,,,
0FL5,2000,100,WATER,0,ALL,,,,WAY,,,
0FL6,500,60,TURF,0,18,,,,36,,,
0FL7,35,35,CONC,0,H1,,,,,,,
0FL8,2000,100,WATER,0,09,,,,27,,,
0FL9,3400,116,TURF,0,09,,,,27,,,
0FL9,2750,100,TURF,0,17,,,,35,,,
0G0,2830,50,ASPH-F,0,10,91,43.1033,-78.7086,28,271,43.1031,-78.6981
0G5,3000,2000,WATER,0,03,,,,21,,,
0G5,15000,1500,WATER,0,09,,,,27,,,
0GA0,2150,50,TURF,0,01,,,,19,,,
0GA1,2000,75,TURF,0,13,,,,31,,,
0GA2,2600,60,TURF,0,08,,,,26,,,
0GA3,2000,100,TURF,0,18,,,,36,,,
0GA5,100,100,TURF,0,H1,,,,,,,
0GA6,2100,150,TURF,0,15,,,,33,,,
0GA8,3000,100,TURF,0,03,,,,21,,,
0GA9,3500,125,TURF,0,07,,,,25,,,
0GE0,2000,30,TURF,0,02,,,,20,,,
0GE1,3000,40,GRVL-TRTD-P,0,04,,,,22,,,
0GE3,2000,50,TURF,0,06,,,,24,,,
0GE4,1045,80,TURF,0,09,,,,27,,,
0GE4,1000,80,TURF,0,18,,,,36,,,
0GE5,2500,130,TURF,0,N,,,,S,,,
0GE7,3000,90,TURF,0,01,,,,19,,,
0GE9,2000,100,TURF,0,03,,,,21,,,
0H7,2680,115,TURF-G,0,10,,40.4223,-91.7114,28,,40.4211,-91.7019
0I2,2941,40,ASPH-G,0,09,91,39.4768,-87.1049,27,271,39.4767,-87.0945
0IA0,65,65,CONC,0,H1,,,,,,,
0IA1,42,42,CONC-G,0,H1,,,,,,,
0IA2,60,50,CONC,0,H1,,,,,,,
0IA4,3000,80,TURF,0,09,,,,27,,,
0IA5,2000,60,TURF,0,17,,,,35,,,
0IA7,145,145,CONC,0,H1,,,,,,,
0IA7,45,40,CONC,0,H2,,,,,,,
0IA8,1280,70,TURF,0,18,,,,36,,,
0IA9,50,50,TURF,0,H1,,,,,,,
0ID0,3000,80,TURF,0,07,,,,25,,,
0ID1,1900,75,TURF-G,0,10,,,,28,,,
0ID2,7507,75,ASPH,0,11,110,44.4459,-113.785,29,,44.4398,-113.761
0ID3,2640,50,DIRT,0,07,,,,25,,,
0ID4,3150,80,TURF,0,04,,,,22,,,
0ID5,1460,40,TURF-DIRT-F,0,05,,,,23,,,
0ID6,40,40,CONC,0,H1,,,,,,,
0ID7,2600,50,DIRT,0,02,,,,20,,,
0ID8,800,50,TURF,0,09,,,,27,,,
0ID9,2308,60,Turf/Dirt,0,6,,46.78444,-116.47556,24,,46.78611,-116.47113
0II0,1500,50,TURF,0,E,,,,W,,,
0II2,1300,75,TURF,0,09,,,,27,,,
0II7,2500,100,TURF,0,N,,,,S,,,
0II8,1400,100,TURF-G,0,01,,,,19,,,
0II9,1600,75,TURF,0,18,,,,36,,,
0IL0,30,30,CONC-G,0,H1,,,,,,,
0IL1,90,90,CONC,0,H1,,,,,,,
0IL2,1600,100,TURF-G,0,18,,,,36,,,
0IL4,40,40,CONC-G,0,H1,,,,,,,
0IL6,40,40,CONC,0,H1,,,,,,,
0IL6,40,40,CONC,0,H2,,,,,,,
0IL7,2024,100,Turf,0,18,,39.78569,-88.54672,36,,39.78014,-88.54669
0IL8,1600,100,TURF,0,N,,,,S,,,
0IL9,2800,100,TURF,0,E,,,,W,,,
0IN1,2000,75,TURF,0,15,,,,33,,,
0IN2,1300,60,TURF,0,09,,,,27,,,
0IN2,2900,60,TURF,0,18,,,,36,,,
0IN4,2440,30,ASPH,0,NW,,,,SE,,,
0IN5,1200,150,TURF,0,09,,,,27,,,
0IN9,2400,100,TURF,0,E,,,,W,,,
0IS0,40,40,ASPH,0,H1,,,,,,,
0IS2,60,60,CONC,0,H1,,,,,220,,
0IS3,2500,60,TURF-GRVL,0,18,,,,36,,,
0IS6,100,100,CONC,0,H1,,,,,,,
0IS9,500,500,TURF,0,H1,,,,,,,
0J0,2915,80,ASPH-G,0,17,,31.6041,-85.2388,35,,31.5962,-85.2375
0J8,3917,175,TURF-F,0,18,,,,36,,,
0JY9,50,40,CON,0,H1,,,,,,,
0K6,1575,150,TURF-G,0,17,,,,35,,,
0KS0,2600,100,TURF,0,17,,,,35,,,
0KS4,2150,65,TURF,0,18,,,,36,,,
0KS7,2000,75,TURF,0,18,,,,36,,,
0KS8,1550,40,TURF,0,17,,,,35,,,
0KS9,3000,150,TURF,0,05,,,,23,,,
0KY0,2300,80,TURF,0,13,,,,31,,,
0KY1,3408,75,ASPH,0,10,98,36.7661,-86.6237,28,,36.765,-86.6129
0KY4,1675,75,TURF,0,18,,,,36,,,
0KY5,2800,100,TURF,0,07,,,,25,,,
0KY7,2200,60,TURF,0,N,,,,S,,,
0L4,6100,80,DIRT-G,0,18,,,,36,,,
0L6,50,50,CONC-G,0,H1,,,,,,,
0LA0,25,25,CONC,0,H1,,,,,,,
0LA1,3000,100,TURF,0,17,,,,35,,,
0LA3,2700,180,TURF,0,09,,,,27,,,
0LA4,40,40,CONC,0,H1,,,,,,,
0LA5,400,400,CONC,0,H1,,,,,,,
0LA7,750,25,ASPH,0,H1,,,,,,,
0LA8,50,50,CONC,0,H1,,,,,,,
0LA9,3600,100,TURF,0,17,,,,35,,,
0LL0,2030,70,TURF,0,09,,,,27,,,
0LL1,2500,120,TURF,0,18,,,,36,,,
0LL2,2600,75,TURF,0,E,,,,W,,,
0LL3,2000,100,TURF,0,06,,,,24,,,
0LL4,2143,100,TURF,0,09,,,,27,,,
0LL5,2230,70,TURF,0,E,,,,W,,,
0LL6,2600,70,TURF,0,E,,,,W,,,
0LL7,40,40,ASPH,0,H1,,,,,,,
0LS0,3000,144,TURF,0,02,,,,20,,,
0LS3,100,100,TURF,0,H1,,,,,,,
0LS5,650,75,TURF,0,18,,,,36,,,
0LS7,3000,100,TURF-G,0,04,,,,22,,,
0LS8,2500,140,TURF,0,18,,,,36,,,
0LS9,1530,75,TURF-GRVL-P,0,18,,,,36,,,
0MA1,60,60,ASPH,0,H1,,,,,,,
0MA2,60,60,ASPH,0,H1,,,,,,,
0MA3,1600,1600,ASPH,0,H1,,,,,,,
0MA4,40,40,CONC,0,H1,,,,,,,
0MA5,100,100,SOD,0,H1,,,,,,,
0MA6,50,50,ASPH,0,H1,,,,,,,
0MA9,25,25,TURF,0,H1,,,,,,,
0MD0,79,64,CONC,0,H1,,,,,,,
0MD1,3000,50,TURF,0,08,,,,26,,,
0MD2,2200,30,TURF,0,12,,,,30,,,
0MD2,75,75,TURF,0,H1,,,,,,,
0MD4,2600,100,TURF,0,18,,,,36,320,,
0MD6,1800,60,TURF,0,05,,,,23,,,
0MD7,100,100,TURF,0,H1,,,,,,,
0MD9,55,55,CONC,0,H1,,,,,,,
0ME4,2000,110,TURF,0,16,,,,34,,,
0ME7,4000,400,Water,0,17W,,,,35W,,,
0MI1,3500,50,TURF,0,E,,,,W,,,
0MI3,1800,100,TURF,0,04,,,,22,,,
0MI3,2400,100,TURF,0,13,,,,31,,,
0MI3,3700,150,TURF,0,18,,,,36,,,
0MI4,3000,80,TURF,0,N,,,,S,,,
0MI6,2200,300,TURF,0,18,,,,36,,,
0MI7,35,35,CONC,0,H1,,,,,,,
0MI8,1600,100,Torf,0,17,170,44.89455,-84.30106,35,350,44.89057,-84.29995
0MI8,2800,100,Turf,0,4,36,44.891,-84.3011,22,216,44.8972,-84.2948
0MI9,50,50,CONC,0,H1,,,,,,,
0MN0,5500,700,WATER,0,09,,,,27,,,
0MN2,11000,3000,WATER,0,01,,,,19,,,
0MN3,5000,100,WATER,0,06,,,,24,,,
0MN3,5000,100,WATER,0,15,,,,33,,,
0MN4,5000,300,WATER,0,12W,,,,30W,,,
0MN6,2500,150,TURF,0,E,,,,W,,,
0MN7,120,100,ASPH,0,H1,,,,,,,
0MN8,2557,75,Turf,0,18,,,,36,,,
0MN9,50,50,CONC,0,H1,,,,,,,
0MO0,1685,120,TURF,0,12,,,,30,,,
0MO1,2100,50,TURF,0,08,,,,26,,,
0MO2,1200,40,TURF,0,01,,,,19,,,
0MO4,18,18,CONC,0,H1,,,,,,,
0MO5,1800,60,TURF,0,N,,,,S,,,
0MO7,65,65,CONC,0,H1,,,,,,,
0MO8,2600,130,TURF,0,17,,,,35,,,
0MS0,3200,100,ASPH,0,04,40,32.4716,-88.62,22,310.3,32.4784,-88.6133
0MS2,2300,75,TURF,0,18,,,,36,,,
0MS3,30,30,CONC,0,H1,,,,,,,
0MS6,240,150,TURF-G,0,H1,,,,,,,
0MS8,4000,75,TURF,0,18,,,,36,,,
0MS9,3200,50,TURF,0,12,,,,30,,,
0MT1,1500,30,DIRT,0,03,,,,21,,,
0MT2,30,30,CONC,0,H1,,,,,,,
0MT3,40,40,TURF,0,H1,,,,,,,
0MT4,1000,60,TURF,0,NE,,,,SW,,,
0MT5,750,40,TURF,0,17,,,,35,,,
0MT6,2400,50,TURF,0,08,,,,26,,,
0MT7,3800,50,TURF,0,14,,,,32,,,
0MT8,100,60,ASPH-TURF,0,H1,,,,,,,
0MT9,1500,52,TURF,0,12,,,,30,,,
0MU1,2000,75,TURF,0,09,,,,27,,,
0MU2,20,20,CONC,0,H1,,,,,,,
0MU3,60,60,CONC,0,H1,,,,,,,
0MU4,1700,60,TURF,0,11,,,,29,,,
0MU5,30,30,CONC,0,H1,,,,,,,
0MU6,60,60,CONC,0,H1,,,,,,,
0MU7,2600,60,TURF,0,18,,,,36,,,
0MU8,800,60,TURF,0,16,,,,34,,,
0MY0,200,60,GRVL,0,H1,,,,,,,
0MY1,30,30,CONC,0,H1,,,,,,,
0N0,2780,20,ASPH-G,0,18,,39.2936,-94.4419,36,,39.286,-94.443
0N4,2533,28,ASPH-P,0,04,,39.1992,-75.4875,22,,39.2054,-75.4834
0N5,60,60,ASPH-G,0,H1,,,,,,,
0N6,2048,40,TURF-G,0,15,,39.0151,-75.5361,33,,39.0106,-75.5318
0NA1,3400,70,TURF,0,08,,,,26,,,
0NA5,2200,60,TURF,0,17,,,,35,,,
0NA9,2200,50,TURF,0,13,,,,31,,,
0NC0,50,50,CONC,0,H1,,,,,,,
0NC2,78,65,CONC,0,H1,,,,,,,
0NC3,70,70,TURF,0,H1,,,,,,,
0NC4,70,70,CONC,0,H1,,,,,,,
0NC5,40,40,CONC,0,H1,,,,,,,
0NC6,200,150,TURF,0,H1,,,,,,,
0NC7,1700,75,TURF,0,03,,,,21,,,
0NC8,2300,100,TURF,0,03,,,,21,,,
0NC9,60,60,CONC,0,H1,,,,,,,
0ND0,2600,50,TURF,0,17,,,,35,,,
0ND6,1600,25,TURF,0,08,,,,26,,,
0ND7,2600,60,TURF,0,N,,,,S,,,
0NE0,2300,100,TURF,0,NE,,,,SW,,,
0NE0,1800,100,TURF,0,NW,,,,SE,,,
0NE1,2500,50,TURF,0,E,,,,W,,,
0NE3,40,40,CONC,0,H1,,,,,,,
0NE4,30,30,CONC,0,H1,,,,,,,
0NE6,3500,100,ASPH,0,17,175.9,40.4384,-98.0711,35,,40.4283,-98.0701
0NJ0,51,44,MATS,0,H1,,,,,,,
0NJ1,200,200,ASPH-G,0,H1,,,,,,,
0NJ2,200,100,TURF,0,H1,,,,,,,
0NJ3,305,140,ASPH-TURF,0,H1,,,,,,,
0NJ4,40,35,CONC,0,H1,,,,,,,
0NJ6,2950,100,TURF,0,E,,,,W,,,
0NJ7,75,75,GRAVEL,0,H1,,,,,,,
0NJ8,75,75,ASPH,0,H1,,,,,,,
0NJ9,85,85,ASPH,0,H1,,,,,,,
0NK0,1700,40,TURF,0,11,,,,29,,,
0NK1,2100,100,TURF,0,18,,,,36,,,
0NK2,3000,100,TURF,0,10,,,,28,,,
0NK3,2700,75,TURF,0,16,,,,34,,,
0NK4,40,40,CONC,0,H1,,,,,,,
0NK6,1265,40,Turf,0,14,,,,32,,,
0NK6,1440,40,Turf,0,16,,,,34,,,
0NK7,50,50,CONC-G,0,H1,,,,,,,
0NM0,4210,250,GRAVEL,0,08,,,,26,,,
0NM7,4000,60,TURF-GRVL-F,0,03,,,,21,,,
0NM7,7500,60,TURF-GRVL-F,0,17,,,,35,,,
0NV1,40,40,CONC,0,H1,,,,,,,
0NY0,3000,150,TURF,0,NW,,,,SE,,,
0NY1,1360,125,TURF,0,03,,,,21,,,
0NY3,1600,100,GRAVEL,0,13,,,,31,,,
0NY4,35,35,Asph/Conc,0,H1,,,,,,,
0NY6,25,25,CONC,0,H1,,,,,,,
0NY7,2000,75,GRAVEL,0,04,,,,22,,,
0NY8,1700,100,TURF,0,09,,,,27,,,
0O0,15840,4000,WATER,0,ALL,,,,WAY,,,
0O4,2702,50,ASPH-F,0,16,180,39.9473,-122.171,34,360,39.9399,-122.171
0O9,2990,50,ASPH-G,0,06,,41.845,-123.99,24,,41.8462,-123.979
0OH1,40,40,TURF,0,H1,,,,,,,
0OH3,70,70,CONC,0,H1,,,,,,,
0OH6,800,50,TURF,0,04,,,,22,,,
0OH7,1300,70,GRAVEL,0,09,,,,27,,,
0OH7,2200,70,TURF,0,18,,,,36,,,
0OH8,3000,50,ASPH,0,03,24.8,40.1846,-84.2583,21,,40.1921,-84.2538
0OI0,12,12,CONC,0,H1,,,,,,,
0OI2,2200,80,TURF,0,14,,,,32,,,
0OI3,1900,70,TURF,0,09,,,,27,,,
0OI6,2600,50,TURF,0,18,,,,36,,,
0OI9,1100,100,TURF,0,10,,,,28,,,
0OK1,2300,60,TURF,0,N,,,,S,,,
0OK3,5000,30,ASPH,0,16,170.4,35.6261,-98.5239,34,,35.6128,-98.5211
0OK4,2350,40,GRVL,0,04,,,,22,,,
0OK5,2000,100,TURF,0,N,,,,S,,,
0OK6,2400,90,TURF,0,18,,,,36,,,
0OK7,50,50,CONC,0,H1,,,,,,,
0OK9,3000,100,TURF,0,01,,,,19,,,
0OK9,2600,100,TURF,0,09,,,,27,,,
0OR0,40,40,ASPH,0,H1,,,,,,,
0OR2,50,50,TURF,0,H1,,,,,,,
0OR3,1950,100,GRAVEL,0,10,,,,28,,,
0OR4,60,60,ASPH,0,H1,,,,,,,
0OR6,2900,40,DIRT,0,16,,,,34,,,
0OR7,1800,40,TURF,0,16,,,,34,,,
0OR8,2500,75,TURF-F,0,07,,,,25,,,
0OR9,1900,25,ASPH,0,16,,,,34,,,
0P1,2590,128,TURF-P,0,16,,39.8352,-99.5695,34,,39.8282,-99.5674
0P2,1000,100,TURF-E,0,06U,,,,24U,,,
0P2,1000,100,TURF-E,0,15,,,,33,,,
0PA0,1716,300,TURF,0,01,,,,19,,,
0PA0,2450,300,TURF,0,07,,,,25,,,
0PA0,1400,300,TURF,0,13,,,,31,,,
0PA1,80,80,ASPH,0,H1,,,,,,,
0PA2,1200,100,TURF,0,11,,,,29,,,
0PA3,1977,100,TURF,0,17,,,,35,,,
0PA4,1515,100,TURF,0,18,,,,36,,,
0PA5,2550,125,TURF-F,0,10,,,,28,,,
0PA6,1800,100,TURF,0,NE,,,,SW,,,
0PA8,90,90,CONC,0,H1,,,,,,,
0PA9,200,200,ASPH,0,H1,,,,,,,
0PN0,1200,100,TURF,0,04,,,,22,,,
0PN1,7500,800,WATER,0,06,,,,24,,,
0PN3,80,80,CONC,0,H1,,,,,,,
0PN4,500,100,TURF-G,0,07,,,,25,,,
0PN5,2400,100,TURF,0,E,,,,W,,,
0PN6,1730,100,TURF,0,NE,,,,SW,,,
0PN7,2800,100,TURF-G,0,13,,,,31,,,
0PN8,2000,100,TURF,0,NE,,,,SW,,,
0PS0,2200,100,TURF,0,01,,,,19,,,
0PS3,1800,100,TURF,0,06,,,,24,,,
0PS4,2400,100,TURF,0,06,,,,24,,,
0PS5,30,30,CONC,0,H1,,,,,,,
0PS6,120,40,TURF,0,H1,,,,,,,
0PS7,1900,150,TURF,0,08,,,,26,,,
0PS8,65,60,CONC,0,H1,,,,,,,
0PS9,35,35,ASPH,0,H1,,,,,,,
0Q3,2700,45,ASPH-G,0,07,,38.2233,-122.453,25,,38.2233,-122.443
0Q3,1513,50,ASPH-G,0,17,,38.2271,-122.453,35,,38.2229,-122.453
0Q4,2206,50,ASPH-F,0,10,,36.5825,-119.661,28,,36.5792,-119.653
0Q9,2490,40,ASPH-F,0,08,,38.2579,-122.438,26,,38.2569,-122.43
0R2,2940,125,TURF-G,0,18,,38.4064,-93.3321,36,,38.3983,-93.3325
0R7,5000,75,ASPH-G,0,17,180,31.9972,-93.3079,35,,31.9834,-93.3079
0S1,2830,100,TURF-P,0,17,,,,35,,,
0S5,2400,30,ASPH-G,0,15,,46.2418,-116.239,33,,46.2353,-116.238
0SD0,3000,100,TURF,0,15,,,,33,,,
0SD1,1726,60,TURF,0,08,,,,26,,,
0SD2,40,40,CONC,0,H1,,,,,,,
0SD3,3700,50,GRAVEL,0,09,,,,27,,,
0SD4,60,60,ASPH,0,H1,,,,,,,
0SD5,16,16,CONC,0,H1,,,,,,,
0SD7,2000,50,TURF,0,NW,,,,SE,,,
0SD9,20,20,WOOD,0,H1,,,,,,,
0TA0,100,100,ASPH,0,H1,,,,,,,
0TA2,2300,60,TURF,0,E,,,,W,,,
0TA2,4000,60,DIRT,0,N,,,,S,,,
0TA4,1742,50,TURF,0,15,,,,33,,,
0TA5,200,150,TURF,0,H1,,,,,,,
0TA7,5000,100,TURF,0,05,58.5,30.141,-103.906,23,,30.1482,-103.893
0TA7,5200,100,ASPH,0,12,128.5,30.1571,-103.906,30,,30.1482,-103.893
0TA7,5100,100,TURF,0,15,158.5,30.1613,-103.899,33,,30.1482,-103.893
0TA9,35,35,CONC,0,H1,,,,,,,
0TE0,2650,50,GRAVEL,0,03,,,,21,,,
0TE0,3250,50,GRAVEL,0,13,,,,31,,,
0TE1,100,100,DIRT,0,H1,,,,,,,
0TE2,800,200,ASPH,0,H1,,,,,,,
0TE4,3000,40,ASPH,0,16,164.6,31.085,-96.2165,34,,31.077,-96.214
0TE5,5992,77,ASPH,0,17,170,27.4419,-99.1875,35,,27.4257,-99.1843
0TE6,2575,50,DIRT,0,16,,,,34,,,
0TE7,6291,60,ASPH,0,17,175,30.2604,-98.6234,35,355,30.2432,-98.6217
0TN0,1750,100,TURF,0,17,,,,35,,,
