iata,icao,name,lat,lon
AGM,BGAM,Tasiilaq Heliport,65.6123,-37.6183
LLU,BGAP,Alluitsup Paa Heliport,60.4644,-45.5692
QUV,BGAQ,Aappilattoq Heliport,60.1484,-44.2869
JRK,BGAR,Arsuk Heliport,61.1768,-48.4197
QUW,BGAS,Ammassivik Heliport,60.5974,-45.3824
QGQ,BGAT,Attu Heliport,67.9407,-53.6219
UAK,BGBW,Narsarsuaq Airport,61.1596,-45.4247
JCH,BGCH,Qasigiannguit Heliport,68.8228,-51.1734
CNP,BGCO,Neerlerit Inaat Airport,70.7431,-22.6505
QFG,BGET,Eqalugaarsuit Heliport,60.6197,-45.9141
QFN,BGFD,Narsarmijit Heliport,60.0047,-44.6569
JGR,BGGD,Kangilinnguit Heliport,61.2290,-48.0970
GOH,BGGH,Nuuk International Airport,64.1911,-51.6791
JGO,BGGN,Qeqertarsuaq Heliport,69.2512,-53.5149
IKE,BGIA,Ikerasak Heliport,70.4981,-51.3031
QFI,BGIG,Iginniarfik Heliport,68.1458,-53.1692
QRY,BGIK,Ikerassaarsuk Heliport,68.1409,-53.4415
XIQ,BGIL,Ilimanaq Heliport,69.0809,-51.1143
IUI,BGIN,Innarsuit Heliport,73.1999,-56.0108
IOQ,BGIS,Isortoq Heliport,65.5478,-38.9766
QJI,BGIT,Ikamiut Heliport,68.6343,-51.8323
JAV,BGJN,Ilulissat Airport,69.2432,-51.0571
QPW,BGKA,Kangaatsiaq Heliport,68.3127,-53.4602
KUS,BGKK,Kulusuk Airport,65.5736,-37.1236
KUZ,BGKM,Kuummiut Heliport,65.8639,-36.9979
KHQ,BGKQ,Kullorsuaq Heliport,74.5781,-57.2268
KGQ,BGKS,Kangersuatsiaq Heliport,72.3811,-55.5366
QJE,BGKT,Kitsissuarsuit Heliport,68.8579,-53.1233
IOT,BGLL,Illorsuit Heliport,71.2419,-53.5629
JSU,BGMQ,Maniitsoq Airport,65.4125,-52.9394
JNN,BGNN,Nanortalik Heliport,60.1419,-45.2330
JUU,BGNQ,Nuugaatsiaq Heliport,71.5388,-53.2050
JNS,BGNS,Narsaq Heliport,60.9173,-46.0599
NIQ,BGNT,Niaqornat Heliport,70.7894,-53.6629
NSQ,BGNU,Nuussuaq Heliport,74.1099,-57.0650
JFR,BGPT,Paamiut Airport,62.0147,-49.6709
PQT,BGQE,Qeqertaq Heliport,69.9959,-51.3009
NAQ,BGQQ,Qaanaaq Airport,77.4886,-69.3887
QJH,BGQT,Qassimiut Heliport,60.7810,-47.1562
OBY,BGSC,Ittoqqortoormiit Heliport,70.4882,-21.9717
SFJ,BGSF,Kangerlussuaq International Airport,67.0104,-50.7153
SGG,BGSG,Sermiligaaq Heliport,65.9059,-36.3783
SRK,BGSI,Siorapaluk Heliport,77.7865,-70.6387
QOQ,BGSO,Saarloq Heliport,60.5378,-46.0247
JHS,BGSS,Sisimiut Airport,66.9513,-53.7293
SAE,BGST,Saattut Heliport,70.8112,-51.6313
SVR,BGSV,Savissivik Heliport,76.0186,-65.1177
TQA,BGTA,Tasiusaq Heliport,73.3731,-56.0603
THU,BGTL,Pituffik Space Base,76.5306,-68.7005
TQI,BGTN,Tiniteqilaaq Heliport,65.8920,-37.7834
XEQ,BGTQ,Tasiusaq Heliport,60.1943,-44.8134
JUV,BGUK,Upernavik Airport,72.7902,-56.1306
UMD,BGUM,Uummannaq Heliport,70.6804,-52.1116
JQA,BGUQ,Qaarsut Airport,70.7342,-52.6962
JUK,BGUT,Ukkusissat Heliport,71.0494,-51.8900
BHL,BHL,Bahía de los Ángeles Airport,28.9786,-113.5610
BHT,BHT,Brighton Downs Airport,-23.3658,141.5629
AEY,BIAR,Akureyri International Airport,65.6566,-18.0720
BIU,BIBD,Bildudalur Airport,65.6413,-23.5462
BGJ,BIBF,Borgarfjörður eystri Airport,65.5168,-13.8158
BLO,BIBL,Blönduós Airport,65.6450,-20.2875
BXV,BIBV,Breiðdalsvík Airport,64.7900,-14.0439
DJU,BIDV,Djúpivogur Airport,64.6424,-14.2773
EGS,BIEG,Egilsstaðir Airport,65.2833,-14.4014
FAG,BIFM,Fagurhólsmýri Airport,63.8747,-16.6411
GUU,BIGF,Grundarfjörður Airport,64.9914,-23.2247
GJR,BIGJ,Gjögur Airport,65.9953,-21.3269
GRY,BIGR,Grímsey Airport,66.5458,-18.0173
HVK,BIHK,Hólmavík Airport,65.7047,-21.6964
HFN,BIHN,Hornafjörður Airport,64.2956,-15.2272
HZK,BIHU,Húsavík Airport,65.9523,-17.4260
IFJ,BIIS,Ísafjörður Airport,66.0581,-23.1353
KEF,BIKF,Keflavik International Airport,63.9850,-22.6056
OPA,BIKP,Kópasker Airport,66.3108,-16.4667
SAK,BIKR,Sauðárkrókur Airport,65.7317,-19.5728
NOR,BINF,Norðfjörður Airport,65.1319,-13.7464
RHA,BIRE,Reykhólar Airport,65.4526,-22.2061
OLI,BIRF,Rif Airport,64.9114,-23.8182
RFN,BIRG,Raufarhöfn Airport,66.4064,-15.9183
RKV,BIRK,Reykjavík Domestic Airport,64.1287,-21.9376
MVA,BIRL,Mývatn Airport,65.6558,-16.9181
SIJ,BISI,Siglufjörður Airport,66.1378,-18.9082
SYK,BIST,Stykkishólmur Airport,65.0589,-22.7646
TEY,BITE,Þingeyri Airport,65.8703,-23.5600
THO,BITN,Þórshöfn Airport,66.2185,-15.3347
VEY,BIVM,Vestmannaeyjar Airport,63.4243,-20.2789
VPN,BIVO,Vopnafjörður Airport,65.7206,-14.8506
BJE,BJE,Baleela Airport,11.1994,28.5231
BJQ,BJQ,Bahja Airport,19.8731,56.0678
BJT,BJT,Bentota River Waterdrome,6.4310,79.9960
PRN,BKPR,Priština Adem Jashari International Airport,42.5728,21.0358
BMQ,BMQ,Bamburi Airport,-3.9814,39.7311
BNF,BNF,Baranof Warm Springs Float and Seaplane Base,57.0888,-134.8331
BNV,BNV,Boana Airport,-6.4266,146.8267
BVL,BO-BVL,Baures Airport,-13.6544,-63.7047
BOV,BOV,Boang Airport,-3.3834,153.2812
BQV,BQV,Bartlett Cove Seaplane Base,58.4552,-135.8850
CJZ,BR-0263,Pedro Vieira Moreira Airport,-6.8827,-38.6158
VDC,SBVC,Glauber de Andrade Rocha Airport,-14.9079,-40.9148
CMP,BR-1948,Santana do Araguaia Airport,-9.3199,-50.3285
AAI,BR-2149,Arraias Airport,-13.0252,-46.8841
ITN,BR-2152,Tertuliano Guedes de Pinho Airport,-14.8105,-39.2904
LEP,BR-2171,Leopoldina Airport,-21.4682,-42.7271
CPU,BR-2235,Cururupu Airport,-1.8200,-44.8641
CTQ,BR-2236,Santa Vitória do Palmar Airport,-33.5020,-53.3449
APY,BR-2757,Alto Parnaíba Airport,-9.0853,-45.9556
JRN,BR-3086,Juruena Airport,-10.3141,-58.4949
MTG,BR-3150,Vila Bela da Santíssima Trindade Airport,-14.9955,-59.9457
ALT,BR-ALT,Alenquer Municipal Airport,-1.9170,-54.7231
NSB,BS-NSB,Bimini North Seaplane Base,25.7670,-79.2500
BSV,BSV,Besakoa Airport,-15.6725,47.0617
BTZ,VTSY,Betong International Airport,5.7900,101.1500
HUK,BW-HUK,Hukuntsi Airport,-23.9897,21.7581
BWJ,BWJ,Bawan Airport,-6.3969,146.8817
BXL,BXL,Blue Lagoon Seaplane Base,-16.9430,177.3680
TXC,BY-0001,Orsha Airport - Balbasovo Air Base,54.4400,30.2967
BYA,BYA,Boundary Airport,64.0777,-141.1221
BYL,BYL,Bella Yella Airport,7.3692,-9.9937
BYV,BYV,Beira Lake Seaplane Base,6.9294,79.8542
BCV,BZ-BCV,Hector Silva Airstrip,17.2696,-88.7765
BGK,BZ-BGK,Big Creek Airport,16.5194,-88.4079
CUK,BZ-CUK,Caye Caulker Airport,17.7350,-88.0329
CYC,BZ-CYC,Caye Chapel Airport,17.6838,-88.0450
CZH,BZ-CZH,Corozal Airport,18.3822,-88.4119
DGA,BZ-DGA,Dangriga Airport,16.9825,-88.2310
INB,BZ-INB,Independence Airport,16.5346,-88.4416
MDB,BZ-MDB,Melinda Airport,16.9984,-88.3182
ORZ,BZ-ORZ,H.E Alfredo Martinez (Tower Hill) Airstrip,18.0468,-88.5839
PND,BZ-PND,Punta Gorda Airport,16.1024,-88.8083
SJX,BZ-SJX,Sartaneja Airport,18.3561,-88.1308
SPR,BZ-SPR,John Greif II Airport,17.9139,-87.9711
SQS,BZ-SQS,Matthew Spain Airport,17.1859,-89.0099
STU,BZ-STU,Santa Cruz Airport,18.2721,-88.4563
SVK,BZ-SVK,Silver Creek Airport,16.7283,-88.3692
TZA,BZ-TZA,Sir Barry Bowen Municipal Airport,17.5172,-88.1958
BZB,BZB,Bazaruto Island Airport,-21.5411,35.4729
BZM,BZM,Bemolanga Airport,-17.6925,45.0888
PFM,CA-0297,Primrose Airport,55.3900,-111.1198
YSV,CA-0322,Saglek Airport,58.4743,-62.6540
YRR,CA-0446,Stuart Island Airstrip,50.4094,-125.1316
YMV,CA-0504,Mary River Aerodrome,71.3242,-79.3569
YHC,CA-0841,Hakai Passage Water Aerodrome,51.6697,-128.0818
YMF,CA-0923,Montague Harbour Seaplane Base,48.8922,-123.3922
PYS,CA92,Paradise Skypark Airport,39.7103,-121.6165
YBW,CAB3,Bedwell Harbour Seaplane Base,48.7500,-123.2330
YTP,CAB4,Tofino Harbour Seaplane Base,49.1550,-125.9100
CBA,CAB7,Alpine Heliport,49.8636,-119.5680
ZNA,CAC8,Nanaimo Harbour Water Aerodrome,49.1698,-123.9338
YZZ,CAD4,Trail Regional Airport,49.0556,-117.6090
YMB,CAD5,Merritt Airport,50.1225,-120.7454
YHH,CAE3,Campbell River Seaplane Base,50.0500,-125.2500
YWS,CAE5,Whistler/Green Lake Water Aerodrome,50.1436,-122.9490
YBF,CAE9,Bamfield Seaplane Base,48.8360,-125.1375
YIG,CAF6,Big Bay Seaplane Base,50.3923,-125.1372
CJH,CAG3,Chilko Lake (Tsylos Park Lodge) Airport,51.6258,-124.1445
YPT,CAG8,Pender Harbour Seaplane Base,49.6238,-124.0249
ZOF,CAH2,Ocean Falls Seaplane Base,52.3667,-127.7170
YCA,CAH3,Courtenay Airpark,49.6792,-124.9806
CFQ,CAJ3,Creston Valley Regional Airport - Art Sutcliffe Field,49.0369,-116.4980
YAA,CAJ4,Anahim Lake Airport,52.4515,-125.3038
DGF,CAL3,Douglas Lake Airport,50.1655,-120.1713
JHL,CAL4,Fort MacKay/Albian Aerodrome,57.2239,-111.4190
ZTS,CAL9,Tahsis Seaplane Base,49.9200,-126.6550
DUQ,CAM3,Duncan Airport,48.7545,-123.7097
YHS,CAP3,Sechelt-Gibsons Airport,49.4606,-123.7190
YKK,CAP7,Kitkatla Seaplane Base,53.8000,-130.4330
ZQS,CAQ6,Queen Charlotte City Seaplane Base,53.2528,-132.0742
WPL,CAQ8,Powell Lake Seaplane Base,49.8873,-124.5337
XQU,CAT4,Qualicum Beach Airport,49.3375,-124.3931
YMP,CAT5,Port McNeill Airport,50.5735,-127.0277
YRN,CAU8,Rivers Inlet Seaplane Base,51.6840,-127.2640
YTG,CAV5,Sullivan Bay Seaplane Base,50.8854,-126.8311
YMU,CAV7,Mansons Landing Seaplane Base,50.0714,-124.9836
YAV,CAW7,Mayne Island Seaplane Base,48.8522,-123.3020
YSX,CAW8,Bella Bella/Shearwater Seaplane Base,52.1500,-128.0830
YGG,CAX6,Ganges Seaplane Base,48.8545,-123.4969
YTB,CAY4,Hartley Bay Seaplane Base,53.4167,-129.2500
YZA,CAZ5,Cache Creek-Ashcroft Regional Airport,50.7753,-121.3213
ZEL,CBBC,Bella Bella (Campbell Island) Airport,52.1850,-128.1570
CBC,CBC,Cherrabun Airport,-18.9178,125.5378
YPB,CBS8,Alberni Valley Regional Airport,49.3219,-124.9310
YBO,CBW4,Bob Quinn Lake Airport,56.9667,-130.2500
TNS,CBX5,Tungsten (Cantung) Airport,61.9569,-128.2030
TUX,CBX7,Tumbler Ridge Airport,55.0250,-120.9350
YWM,CCA6,Williams Harbour Airport,52.5674,-55.7849
YSO,CCD4,Postville Airport,54.9105,-59.7851
YBI,CCE4,Black Tickle Airport,53.4698,-55.7875
YHG,CCH4,Charlottetown Airport,52.7658,-56.1124
YFX,CCK4,St. Lewis (Fox Harbour) Airport,52.3728,-55.6739
YHA,CCP4,Port Hope Simpson Airport,52.5281,-56.2861
YRG,CCZ2,Rigolet Airport,54.1797,-58.4575
KGN,CD-0037,Kasongo-Lunda Airport,-6.4680,16.8050
DVK,CDK2,Diavik Airport,64.5114,-110.2890
JOJ,CDL7,Doris Lake,68.1253,-106.5853
ZFW,CEB5,Fairview Airport,56.0814,-118.4350
YJP,CEC4,Jasper-Hinton Airport,53.3192,-117.7530
YLE,CEM3,Whatì Airport,63.1317,-117.2460
YDC,CER3,Drayton Valley Industrial Airport,53.2658,-114.9600
NML,CER4,Fort McMurray / Mildred Lake Airport,57.0556,-111.5740
CFM,CET2,Conklin (Leismer) Airport,55.6953,-111.2790
KWD,CF-0012,Kavadja Airport,7.9649,23.5260
GSL,CFA7,Taltheilei Narrows Airport,62.5981,-111.5430
XMP,CFC4,Macmillan Pass Airport,63.1811,-130.2020
DAS,CFF4,Great Bear Lake Airport,66.7031,-119.7168
YFI,CFG6,Fort Mackay / Firebag,57.2758,-110.9767
YOE,CFM4,Donnelly Airport,55.7094,-117.0940
TIL,CFQ4,Cheadle Airport,51.0575,-113.6240
OKG,CG-OKG,Okoyo Airport,-1.4483,15.0733
CGA,CGA,Craig Seaplane Base,55.4788,-133.1480
CGG,CGG,Casiguran Airport,16.1941,122.0651
GHK,CGK2,Gahcho Kue,63.4352,-109.1448
CHP,CHP,Circle Hot Springs Airport,65.4855,-144.6110
LRQ,CJC8,Laurie River Airport,56.2486,-101.3040
YDJ,CJL2,Hatchet Lake Airport,58.6625,-103.5380
YDU,CJL8,Kasba Lake Airport,60.2919,-102.5020
YFL,CJN8,Fort Reliance Seaplane Base,62.7000,-109.1670
XCL,CJS3,Cluff Lake Airport,58.3911,-109.5160
YKE,CJT3,Knee Lake Airport,54.9153,-94.7981
SUR,CJV7,Summer Beaver Airport,52.7086,-88.5419
CKD,CJX,Crooked Creek Airport,61.8703,-158.1376
YTT,CJY3,Tisdale Airport,52.8367,-104.0670
YAX,CKB6,Wapekeka Airport,53.8492,-89.5794
WNN,CKL3,Wunnumin Lake Airport,52.8939,-89.2892
YBS,CKM8,Opapimiskan Lake Airport,52.6067,-90.3769
YNO,CKQ3,North Spirit Lake Airport,52.4900,-92.9711
CKR,CKR,Crane Island Airstrip,48.5978,-122.9979
CKU,CKU,Cordova Municipal Airport,60.5439,-145.7270
YDW,CKV4,North of Sixty Airport,60.3157,-103.1313
CKX,CKX,Chicken Airport,64.0665,-141.9513
CMT,CMT,New Cametá Airport,-2.2468,-49.5600
CMZ,CMZ,Caia Airport,-17.8331,35.3341
ZKL,CN-0051,Zigong Fengming Airport,29.3765,104.6258
BZX,ZUBZ,Bazhong Enyang Airport,31.7384,106.6449
DFA,CN-0073,Shangluo Airport,33.7085,110.2493
HSC,ZGSG,Shaoguan Danxia Airport,24.9786,113.4210
JGS,ZSGS,Jinggangshan Airport,26.8569,114.7370
HNG,ZLHN,Hainanzhou Gonghe Airport,36.3367,100.4800
JNH,ZSJX,Jiaxing Nanhu Airport,30.6981,120.6631
DWS,CN-0157,Morin Dawa Banner Airport,48.3875,124.4313
LCT,CN-0177,Shijiazhuang Luancheng Airport,37.9130,114.5917
WHN,CN-0178,Wuhan Hannan Municipal Airport,30.2552,114.0628
PFA,CN-0193,Harbin Pingfang Airport,45.5989,126.6581
PNJ,CN-0217,Penglai Shahekou Airport,37.8047,120.8095
CBZ,CN-0218,Binzhou Dagao General Aviation Airport,37.6106,117.8857
DDR,ZUDR,Shigatse Tingri Airport,28.6046,86.7980
HQL,ZWTK,Tashikuergan Hongqilafu Airport,37.6613,75.2889
HEW,CN-0238,Dongyang Hengdian General Airport,29.1226,120.2429
JDE,CN-0253,Jiande Qiandaohu General Airport,29.3609,119.1808
HLJ,CN-0268,Zhaodong Beidahuang General Airport,46.1278,125.7735
TYC,CN-0300,Taiyuan Yaocheng Airport,37.5031,112.4241
WRH,CN-0329,Wuerhe Airport,46.0176,85.6574
JRJ,ZSRJ,Ganzhou Ruijin Airport,25.9602,116.0770
APJ,ZUPL,Ali Pulan Airport,30.3979,81.1332
ZFL,ZWZS,Zhaosu Tianma Airport,43.0885,81.2230
YEH,CN-0362,Yinchuan Yueyahu Airport,38.5881,106.5398
LCS,CN-0384,Longchuan Guangsong Airport,24.2665,97.9048
LFH,CN-0385,Lanping Fenghua General Airport,26.6452,99.5442
ZGN,CN-0412,Zhongshan Ferry Port,22.5193,113.3613
BZJ,ZSBO,Bozhou Airport (under construction),33.5608,115.9119
BKV,CN-0414,Bailing Airport,41.6569,110.3125
HJB,ZWHJ,Hejing Bayinbuluke Airport,42.9764,83.9955
OTQ,CN-0416,Otog Front Banner Oljoq Airport,38.1712,107.3905
JBK,ZWQT,Qitai Jiangbulake Airport,44.1661,89.5501
ZAT,ZPZT,Zhaotong Zhaoyang Airport （Not fully opened),27.2058,103.6915
LIJ,ZSLI,Lishui Airport,28.3727,119.8390
YHJ,CN-0423,Nanchang Yaohu Airport,28.7010,116.1077
OTO,CN-0427,Otog Banner Wulan Airport,39.0314,107.9889
NAY,ZBNY,Beijing Nanyuan Airport,39.7822,116.3863
BFY,ZSBA,Bengbu Tenghu Airport,33.1663,117.0583
XBE,CNE3,Bearskin Lake Airport,53.9656,-91.0272
YNP,CNH2,Natuashish Airport,55.9139,-61.1844
YWR,CNJ8,White River Seaplane Base,48.6269,-85.2233
YPD,CNK4,Parry Sound Area Municipal Airport,45.2575,-79.8297
XBR,CNL3,Brockville - Thousand Islands Regional Tackaberry Airport,44.6394,-75.7503
KIF,CNM5,Kingfisher Lake Airport,53.0125,-89.8553
LCR,CO-LCR,Virgilio Barco Vargas (La Chorrera) Airport,-1.4564,-72.8011
YEB,CPF2,Bar River Airport,46.4212,-84.0965
CPI,CPI,Cape Orford Airport,-5.4483,152.0819
YSI,CPS9,Parry Sound/Frying Pan Island-Sans Souci Seaplane Base,45.1733,-80.1375
KEW,CPV8,Keewaywin Airport,52.9911,-92.8364
ACO,CR-0006,Cóbano Airport,9.6934,-85.0912
KFM,CRL4,Kirby Lake Airport,55.3556,-110.6370
YSA,CSB2,Sable Island Airport.,43.9282,-59.9490
YLS,CSH4,Lebel-sur-Quevillon Airport,49.0303,-77.0172
YNX,CSK6,Snap Lake Airport,63.5936,-110.9060
SSQ,CSR8,La Sarre Airport,48.9172,-79.1786
YKU,CSU2,Chisasibi Airport,53.8056,-78.9169
ZTB,CTB6,Tête-à-la-Baleine Airport,50.6744,-59.3836
ZKG,CTK6,Kégashka Airport,50.1958,-61.2658
YWQ,CTM3,Chute-Des-Passes/Lac Margane Seaplane Base,49.9434,-71.1380
CTP,CTP,Carutapera Airport,-1.2254,-46.0191
YAU,CTP9,Donaldson Airport,61.6622,-73.3214
ZGS,CTT5,La Romaine Airport,50.2596,-60.6744
YFG,CTU2,Fontanges Airport,54.5539,-71.1733
ZLT,CTU5,La Tabatière Airport,50.8308,-58.9756
CUJ,CUJ,Culion Airport,11.8553,119.9378
CVL,CVL,Cape Vogel Airport,-9.6700,150.0197
CXC,CXC,Chitina Airport,61.5829,-144.4270
YAB,CYAB,Arctic Bay Airport,73.0061,-85.0462
YAC,CYAC,Cat Lake Airport,51.7272,-91.8244
YAR,CYAD,La Grande-3 Airport,53.5717,-76.1964
YAG,CYAG,Fort Frances Municipal Airport,48.6557,-93.4435
YAH,CYAH,La Grande-4 Airport,53.7547,-73.6753
YAL,CYAL,Alert Bay Airport,50.5822,-126.9160
YAM,CYAM,Sault Ste Marie Airport,46.4832,-84.5085
XKS,CYAQ,Kasabonika Airport,53.5247,-88.6428
YKG,CYAS,Kangirsuk Airport,60.0272,-69.9992
YAT,CYAT,Attawapiskat Airport,52.9275,-82.4319
YAY,CYAY,St. Anthony Airport,51.3919,-56.0832
YAZ,CYAZ,Tofino / Long Beach Airport,49.0798,-125.7756
YBA,CYBA,Banff Airport,51.2082,-115.5406
YBB,CYBB,Kugaaruk Airport,68.5357,-89.8055
YBC,CYBC,Baie-Comeau Airport,49.1325,-68.2044
QBC,CYBD,Bella Coola Airport,52.3875,-126.5960
YBE,CYBE,Uranium City Airport,59.5614,-108.4810
YBY,CYBF,Bonnyville Airport,54.3042,-110.7440
YBG,CYBG,Saguenay-Bagotville Airport,48.3301,-70.9920
YBK,CYBK,Baker Lake Airport,64.2989,-96.0778
YBL,CYBL,Campbell River Airport,49.9508,-125.2710
XTL,CYBQ,Tadoule Lake Airport,58.7063,-98.5111
YBR,CYBR,Brandon Municipal Airport,49.9100,-99.9519
YBT,CYBT,Brochet Airport,57.8894,-101.6790
YBV,CYBV,Berens River Airport,52.3589,-97.0183
YBX,CYBX,Lourdes-de-Blanc-Sablon Airport,51.4436,-57.1853
YRF,CYCA,Cartwright Airport,53.6825,-57.0423
YCB,CYCB,Cambridge Bay Airport,69.1081,-105.1380
YCC,CYCC,Cornwall Regional Airport,45.0926,-74.5677
YCD,CYCD,Nanaimo Airport,49.0550,-123.8699
YCE,CYCE,Centralia / James T. Field Memorial Aerodrome,43.2856,-81.5083
YCG,CYCG,Castlegar/West Kootenay Regional Airport,49.2964,-117.6320
YCH,CYCH,Miramichi Airport,47.0078,-65.4492
XCM,CYCK,Chatham Kent Airport,42.3064,-82.0819
YCL,CYCL,Charlo Airport,47.9908,-66.3303
YCN,CYCN,Cochrane Airport,49.1056,-81.0136
YCO,CYCO,Kugluktuk Airport,67.8164,-115.1431
YCQ,CYCQ,Chetwynd Airport,55.6872,-121.6270
YCR,CYCR,Cross Lake (Charlie Sinclair Memorial) Airport,54.6098,-97.7624
YCS,CYCS,Chesterfield Inlet Airport,63.3469,-90.7311
YCT,CYCT,Coronation Airport,52.0750,-111.4450
YCW,CYCW,Chilliwack Airport,49.1532,-121.9393
YCY,CYCY,Clyde River Airport,70.4861,-68.5167
YCZ,CYCZ,Fairmont Hot Springs Airport,50.3311,-115.8737
YDA,CYDA,Dawson City Airport,64.0431,-139.1280
YDB,CYDB,Burwash Airport,61.3711,-139.0410
YDF,CYDF,Deer Lake Airport,49.2082,-57.3961
YDL,CYDL,Dease Lake Airport,58.4222,-130.0320
XRR,CYDM,Ross River Airport,61.9706,-132.4230
YDN,CYDN,Dauphin Barker Airport,51.1008,-100.0520
YDO,CYDO,Dolbeau-Saint-Felicien Airport,48.7785,-72.3750
YDP,CYDP,Nain Airport,56.5508,-61.6822
YDQ,CYDQ,Dawson Creek Airport,55.7412,-120.1833
YEG,CYEG,Edmonton International Airport,53.3097,-113.5800
YEK,CYEK,Arviat Airport,61.0942,-94.0708
YEL,CYEL,Elliot Lake Municipal Airport,46.3514,-82.5614
YEM,CYEM,Manitoulin East Municipal Airport,45.8424,-81.8576
YEN,CYEN,Estevan Airport,49.2103,-102.9660
YER,CYER,Fort Severn Airport,56.0189,-87.6761
YET,CYET,Edson Airport,53.5789,-116.4650
YEU,CYEU,Eureka Airport,79.9947,-85.8142
YEV,CYEV,Inuvik Mike Zubko Airport,68.3042,-133.4830
YEY,CYEY,Amos/Magny Airport,48.5639,-78.2497
YFA,CYFA,Fort Albany Airport,52.2035,-81.6952
YFB,CYFB,Iqaluit Airport,63.7564,-68.5558
YFC,CYFC,Fredericton International Airport,45.8687,-66.5299
YFE,CYFE,Forestville Airport,48.7461,-69.0972
YFH,CYFH,Fort Hope Airport,51.5619,-87.9078
YTM,CYFJ,Mont-Tremblant International Airport,46.4094,-74.7800
YFO,CYFO,Flin Flon Airport,54.6781,-101.6820
YFR,CYFR,Fort Resolution Airport,61.1808,-113.6900
YFS,CYFS,Fort Simpson Airport,61.7602,-121.2370
YMN,CYFT,Makkovik Airport,55.0773,-59.1879
YGB,CYGB,Texada Gillies Bay Airport,49.6943,-124.5181
YGH,CYGH,Fort Good Hope Airport,66.2407,-128.6478
YGK,CYGK,Kingston Norman Rogers Airport,44.2253,-76.5969
YGL,CYGL,La Grande Rivière Airport,53.6253,-77.7042
YGM,CYGM,Gimli Industrial Park Airport,50.6281,-97.0433
YGO,CYGO,Gods Lake Narrows Airport,54.5577,-94.4901
YGP,CYGP,Michel-Pouliot Gaspé Airport,48.7749,-64.4819
YGQ,CYGQ,Geraldton Greenstone Regional Airport,49.7783,-86.9394
YGR,CYGR,Îles-de-la-Madeleine Airport,47.4252,-61.7786
YGT,CYGT,Igloolik Airport,69.3647,-81.8161
YGV,CYGV,Havre-Saint-Pierre Airport,50.2819,-63.6114
YGW,CYGW,Kuujjuarapik Airport,55.2819,-77.7653
YGX,CYGX,Gillam Airport,56.3571,-94.7115
YGZ,CYGZ,Grise Fiord Airport,76.4258,-82.9086
YQC,CYHA,Quaqtaq Airport,61.0464,-69.6178
YHB,CYHB,Hudson Bay Airport,52.8167,-102.3110
CXH,CYHC,Vancouver Harbour Water Aerodrome,49.2913,-123.1172
YHD,CYHD,Dryden Regional Airport,49.8317,-92.7442
YHE,CYHE,Hope Airport / FVRD Regional Airpark,49.3689,-121.4950
YHF,CYHF,Hearst René Fontaine Municipal Airport,49.7142,-83.6861
YNS,CYHH,Nemiscau Airport,51.6911,-76.1356
YHI,CYHI,Ulukhaktok Holman Airport,70.7628,-117.8060
YHK,CYHK,Gjoa Haven Airport,68.6356,-95.8497
YHM,CYHM,John C. Munro Hamilton International Airport,43.1735,-79.9312
YHN,CYHN,Hornepayne Municipal Airport,49.1931,-84.7589
YHO,CYHO,Hopedale Airport,55.4488,-60.2281
YHP,CYHP,Poplar Hill Airport,52.1133,-94.2556
YHR,CYHR,Chevery Airport,50.4683,-59.6378
YHT,CYHT,Haines Junction Airport,60.7892,-137.5460
YHU,CYHU,Montréal / Saint-Hubert Metropolitan Airport,45.5175,-73.4169
YHY,CYHY,Hay River / Merlyn Carter Airport,60.8397,-115.7830
YHZ,CYHZ,Halifax / Stanfield International Airport,44.8808,-63.5086
YIB,CYIB,Atikokan Municipal Airport,48.7739,-91.6386
YDG,CYID,Digby / Annapolis Regional Airport,44.5458,-65.7854
YIF,CYIF,St Augustin Airport,51.2117,-58.6583
YIK,CYIK,Ivujivik Airport,62.4173,-77.9253
YIO,CYIO,Pond Inlet Airport,72.6895,-77.9689
YIV,CYIV,Island Lake Airport,53.8572,-94.6536
YJA,CYJA,Jasper Airport,52.9964,-118.0602
YJF,CYJF,Fort Liard Airport,60.2358,-123.4690
YJN,CYJN,St Jean Airport,45.2944,-73.2811
YJT,CYJT,Stephenville Dymond International Airport,48.5434,-58.5529
YKA,CYKA,Kamloops John Moose Fulton Field Regional Airport,50.7030,-120.4486
YKC,CYKC,Collins Bay Airport,58.2361,-103.6780
LAK,CYKD,Aklavik/Freddie Carmichael Airport,68.2233,-135.0060
YKF,CYKF,Region of Waterloo International Airport,43.4608,-80.3786
YWB,CYKG,Kangiqsujuaq (Wakeham Bay) Airport,61.5886,-71.9294
YKJ,CYKJ,Key Lake Airport,57.2561,-105.6180
YKL,CYKL,Schefferville Airport,54.8053,-66.8053
YKD,CYKM,Kincardine Municipal Airport,44.2014,-81.6067
AKV,CYKO,Akulivik Airport,60.8186,-78.1486
YOG,CYKP,Ogoki Post Airport,51.6586,-85.9017
YKQ,CYKQ,Waskaganish Airport,51.4733,-78.7583
YKX,CYKX,Kirkland Lake Airport,48.2103,-79.9814
YKY,CYKY,Kindersley Airport,51.5175,-109.1810
YPJ,CYLA,Aupaluk Airport,59.2967,-69.5997
YLB,CYLB,Lac La Biche Airport,54.7703,-112.0320
YLC,CYLC,Kimmirut Airport,62.8483,-69.8779
