ident,icao_code,iata_code
KHTL,KHTL,HTL
KHTO,KJPX,HTO
KHTS,KHTS,HTS
KHTW,KHTW,HTW
KHUA,KHUA,HUA
KHUF,,HUF
KHUL,KHUL,HUL
KHUM,KHUM,HUM
KHUT,KHUT,HUT
KHVE,KHVE,HVE
KHVN,KHVN,HVN
KHVR,KHVR,HVR
KHVS,KHVS,HVS
KHWD,KHWD,HWD
KHWO,KHWO,HWO
KHWV,KHWV,WSH
KHXD,KHXD,HHH
KHYA,KHYA,HYA
KHYR,KHYR,HYR
KHYS,KHYS,HYS
KHZL,KHZL,HZL
KHZY,KHZY,JFN
KIAB,KIAB,IAB
KIAD,KIAD,IAD
KIAG,KIAG,IAG
KIAH,KIAH,IAH
KIB,,KIB
KICL,KICL,ICL
KICT,KICT,ICT
KIDA,KIDA,IDA
KIDG,KIDG,IDG
KIDI,KIDI,IDI
KIDP,KIDP,IDP
KIEN,KIEN,XPR
KIFA,KIFA,IFA
KIFP,KIFP,IFP
KIGM,KIGM,IGM
KIJX,KIJX,IJX
KIKK,KIKK,IKK
KIL,,KIL
KILE,KILE,ILE
KILG,KILG,ILG
KILM,KILM,ILM
KILN,KILN,ILN
KIML,KIML,IML
KIMM,KIMM,IMM
KIMS,KIMS,MDN
KIMT,KIMT,IMT
KIND,KIND,IND
KINK,KINK,INK
KINL,KINL,INL
KINS,KINS,INS
KINT,KINT,INT
KINW,KINW,INW
KIOW,KIOW,IOW
KIPL,KIPL,IPL
KIPT,KIPT,IPT
KIRK,KIRK,IRK
KIRS,KIRS,IRS
KISM,KISM,ISM
KISO,KISO,ISO
KISP,KISP,ISP
KISQ,KISQ,ISQ
KISW,KISW,ISW
KITH,KITH,ITH
KIWA,KIWA,AZA
KIWD,KIWD,IWD
KIWI,KIWI,ISS
KIWS,KIWS,IWS
KIXD,KIXD,JCI
KIYK,KIYK,IYK
KIZA,KIZA,SQA
KIZG,KIZG,FRY
KJAC,KJAC,JAC
KJAN,KJAN,JAN
KJAS,KJAS,JAS
KJAX,KJAX,JAX
KJBR,KJBR,JBR
KJCT,KJCT,JCT
KJDN,KJDN,JDN
KJEF,KJEF,JEF
KJFK,KJFK,JFK
KJHW,KJHW,JHW
KJKA,KJKA,GUF
KJLN,KJLN,JLN
KJMS,KJMS,JMS
KJOT,KJOT,JOT
KJQF,KJQF,USA
KJSO,KJSO,JKV
KJST,KJST,JST
KJVL,KJVL,JVL
KJX,WITO,KJX
KJXN,KJXN,JXN
KK15,,OSB
KKB,,KKB
KKIC,KKIC,KIC
KKL,,KKL
KKLS,KKLS,KLS
KKNB,KKNB,KNB
KKU,,KKU
KL06,,DTH
KL08,,BXS
KL35,,RBF
KL41,,MYH
KL72,,TRH
KLAA,KLAA,LAA
KLAF,KLAF,LAF
KLAL,KLAL,LAL
KLAM,KLAM,LAM
KLAN,KLAN,LAN
KLAR,KLAR,LAR
KLAS,KLAS,LAS
KLAW,KLAW,LAW
KLAX,KLAX,LAX
KLBB,KLBB,LBB
KLBE,KLBE,LBE
KLBF,KLBF,LBF
KLBL,KLBL,LBL
KLBT,KLBT,LBT
KLBX,KLBX,LJN
KLCG,KLCG,
KLCH,KLCH,LCH
KLCI,KLCI,LCI
KLCK,KLCK,LCK
KLCQ,KLCQ,LCQ
KLDJ,KLDJ,LDJ
KLDM,KLDM,LDM
KLEB,KLEB,LEB
KLEE,KLEE,LEE
KLEM,KLEM,LEM
KLEW,KLEW,LEW
KLEX,KLEX,LEX
KLFI,KLFI,LFI
KLFK,KLFK,LFK
KLFT,KLFT,LFT
KLGA,KLGA,LGA
KLGB,KLGB,LGB
KLGC,KLGC,LGC
KLGD,KLGD,LGD
KLGF,KLGF,LGF
KLGU,KLGU,LGU
KLHV,KLHV,LHV
KLHW,KLHW,LIY
KLHZ,KLHZ,LFN
KLIC,KLIC,LIC
KLIT,KLIT,LIT
KLKP,KLKP,LKP
KLKU,KLKU,LOW
KLKV,KLKV,LKV
KLLJ,KLLJ,CHL
KLMS,KLMS,LMS
KLMT,KLMT,LMT
KLNA,KLNA,LNA
KLND,KLND,LND
KLNK,KLNK,LNK
KLNN,KLNN,LNN
KLNP,KLNP,LNP
KLNR,KLNR,LNR
KLNS,KLNS,LNS
KLOL,KLOL,LOL
KLOM,KLOM,BBX
KLOT,KLOT,LOT
KLOU,KLOU,LOU
KLOZ,KLOZ,LOZ
KLPC,KLPC,LPC
KLQK,KLQK,LQK
KLRD,KLRD,LRD
KLRF,KLRF,LRF
KLRJ,KLRJ,LRJ
KLRU,KLRU,LRU
KLSB,KLSB,LSB
KLSE,KLSE,LSE
KLSF,KLSF,LSF
KLSK,KLSK,LSK
KLSN,KLSN,LSN
KLSV,KLSV,LSV
KLTS,KLTS,LTS
KLUF,KLUF,LUF
KLUK,KLUK,LUK
KLUL,KLUL,LUL
KLVK,KLVK,LVK
KLVL,KLVL,LVL
KLVM,KLVM,LVM
KLVS,KLVS,LVS
KLWB,KLWB,LWB
KLWC,KLWC,LWC
KLWL,KLWL,LWL
KLWM,KLWM,LWM
KLWS,KLWS,LWS
KLWT,KLWT,LWT
KLWV,KLWV,LWV
KLXN,KLXN,LXN
KLXV,KLXV,LXV
KLYH,KLYH,LYH
KLYO,KLYO,LYO
KLZU,KLZU,LZU
KM13,,PCU
KM75,,MLK
KM89,KADF,
KMAC,KMAC,MAC
KMAE,KMAE,MAE
KMAF,KMAF,MAF
KMAW,KMAW,MAW
KMB,,KMB
KMBG,KMBG,MBG
KMBL,KMBL,MBL
KMBO,KMBO,DXE
KMBS,KMBS,MBS
KMBY,KMBY,MBY
KMCB,KMCB,MCB
KMCC,KMCC,MCC
KMCD,KMCD,MCD
KMCE,KMCE,MCE
KMCF,KMCF,MCF
KMCI,KMCI,MCI
KMCK,KMCK,MCK
KMCN,KMCN,MCN
KMCO,KMCO,MCO
KMCW,KMCW,MCW
KMDA,,MDA
KMDD,KMDD,MDD
KMDH,KMDH,MDH
KMDS,KMDS,XMD
KMDT,KMDT,MDT
KMDW,KMDW,MDW
KMDZ,KMDZ,MDF
KMEB,KMEB,MXE
KMEI,KMEI,MEI
KMEM,KMEM,MEM
KMER,KMER,MER
KMEV,KMEV,MEV
KMEZ,,UMZ
KMFD,KMFD,MFD
KMFE,KMFE,MFE
KMFI,KMFI,MFI
KMFR,KMFR,MFR
KMFV,KMFV,MFV
KMGC,KMGC,MGC
KMGE,KMGE,MGE
KMGJ,KMGJ,MGJ
KMGM,KMGM,MGM
KMGR,KMGR,MGR
KMGW,KMGW,MGW
KMGY,KMGY,MGY
KMHE,KMHE,MHE
KMHK,KMHK,MHK
KMHL,KMHL,MHL
KMHR,KMHR,MHR
KMHT,KMHT,MHT
KMHV,KMHV,MHV
KMIA,KMIA,MIA
KMIB,KMIB,MIB
KMIC,KMIC,MIC
KMIE,KMIE,MIE
KMIO,KMIO,MIO
KMIT,KMIT,MIT
KMIV,KMIV,MIV
KMIW,KMIW,MIW
KMJQ,KMJQ,MJQ
KMJX,KMJX,MJX
KMKC,KMKC,MKC
KMKE,KMKE,MKE
KMKG,KMKG,MKG
KMKL,KMKL,MKL
KMKO,KMKO,MKO
KMKT,KMKT,MKT
KMKY,KMKY,MRK
KMLB,KMLB,MLB
KMLC,KMLC,MLC
KMLD,KMLD,MLD
KMLE,KMLE,MIQ
KMLF,KMLF,MLF
KMLI,KMLI,MLI
KMLJ,KMLJ,MLJ
KMLS,KMLS,MLS
KMLT,KMLT,MLT
KMLU,KMLU,MLU
KMM,,KMM
KMMH,KMMH,MMH
KMMI,KMMI,MMI
KMML,KMML,MML
KMMS,KMMS,MMS
KMMT,KMMT,MMT
KMMU,KMMU,MMU
KMMV,KMMV,
KMNM,KMNM,MNM
KMNN,KMNN,MNN
KMOB,KMOB,MOB
KMOD,KMOD,MOD
KMOP,KMOP,MOP
KMOR,KMOR,MOR
KMOT,KMOT,MOT
KMOX,KMOX,MOX
KMPI,KMPI,RMY
KMPJ,KMPJ,MPJ
KMPO,KMPO,MPO
KMPR,KMPR,MPR
KMPV,KMPV,MPV
KMPZ,KMPZ,MPZ
KMQB,KMQB,MQB
KMQI,KMQI,MEO
KMQS,KMQS,CTH
KMQW,KMQW,MQW
KMQY,KMQY,MQY
KMRB,KMRB,MRB
KMRC,KMRC,MRC
KMRF,KMRF,MRF
KMRN,KMRN,MRN
KMRY,KMRY,MRY
KMSL,KMSL,MSL
KMSN,KMSN,MSN
KMSO,KMSO,MSO
KMSP,KMSP,MSP
KMSS,KMSS,MSS
KMSV,KMSV,MSV
KMSY,KMSY,MSY
KMTC,KMTC,MTC
KMTH,KMTH,MTH
KMTJ,KMTJ,MTJ
KMTN,KMTN,MTN
KMTO,KMTO,MTO
KMTP,KMTP,MTP
KMTW,KMTW,MTW
KMUI,KMUI,MUI
KMUL,KMUL,MUL
KMUO,KMUO,MUO
KMUT,KMUT,MUT
KMVC,KMVC,MVC
KMVE,KMVE,MVE
KMVL,KMVL,MVL
KMVN,KMVN,MVN
KMVY,KMVY,MVY
KMWA,KMWA,MWA
KMWC,KMWC,MWC
KMWH,KMWH,MWH
KMWL,KMWL,MWL
KMWM,KMWM,MWM
KMWO,KMWO,MWO
KMXA,KMXA,MXA
KMXF,KMXF,MXF
KMXO,KMXO,MXO
KMY,,KMY
KMYF,KMYF,MYF
KMYL,KMYL,MYL
KMYR,KMYR,MYR
KMYV,KMYV,MYV
KMZJ,KMZJ,MZJ
KMZZ,KMZZ,MZZ
KN03,,CTX
KN23,,SXY
KN66,,ONH
KNBG,KNBG,NBG
KNBJ,KNBJ,NHX
KNCA,KNCA,
KNDY,KNDY,DGN
KNEL,KNEL,NEL
KNEN,KNEN,NEN
KNEW,KNEW,NEW
KNFL,KNFL,NFL
KNFW,KNFW,FWH
KNGP,KNGP,NGP
KNGU,KNGU,NGU
KNGW,KNGW,NGW
KNHK,KNHK,NHK
KNIP,KNIP,NIP
KNJK,KNJK,NJK
KNKT,KNKT,
KNKX,KNKX,NKX
KNLC,KNLC,NLC
KNPA,KNPA,NPA
KNQA,KNQA,NQA
KNQI,KNQI,NQI
KNQX,KNQX,NQX
KNRB,KNRB,NRB
KNRS,KNRS,NRS
KNSE,KNSE,NSE
KNTD,KNTD,NTD
KNTU,KNTU,NTU
KNUQ,KNUQ,NUQ
KNUW,KNUW,NUW
KNVD,KNVD,NVD
KNYG,KNYG,NYG
KNYL,KNYL,YUM
KNZY,KNZY,NZY
KO02,,NVN
KO22,,COA
KO27,,ODC
KO43,,EYR
KOAJ,KOAJ,OAJ
KOAK,KOAK,OAK
KOAR,KOAR,OAR
KOBE,KOBE,OBE
KOCF,KOCF,OCF
KOCH,KOCH,OCH
KOCW,KOCW,OCW
KODO,,ODT
KOEA,,OEA
KOEO,KOEO,OEO
KOFF,KOFF,OFF
KOFK,KOFK,OFK
KOGA,KOGA,OGA
KOGB,KOGB,OGB
KOGD,KOGD,OGD
KOGS,KOGS,OGS
KOIC,KOIC,OIC
KOJC,KOJC,OJC
KOKB,KOKB,OCN
KOKC,KOKC,OKC
KOKH,KOKH,ODW
KOKK,KOKK,OKK
KOKM,KOKM,OKM
KOKS,KOKS,OKS
KOKV,KOKV,WGO
KOLD,KOLD,OLD
KOLE,KOLE,OLE
KOLF,KOLF,OLF
KOLM,KOLM,OLM
KOLS,KOLS,OLS
KOLU,KOLU,OLU
KOLV,KOLV,OLV
KOLY,KOLY,OLY
KOMA,KOMA,OMA
KOMK,KOMK,OMK
KONA,KONA,ONA
KONL,KONL,ONL
KONM,KONM,ONM
KONO,KONO,ONO
KONP,KONP,ONP
KONT,KONT,ONT
KONY,KONY,ONY
KOOA,KOOA,OOA
KOPF,KOPF,OPF
KOPL,KOPL,OPL
KOQU,KOQU,NCO
KORD,KORD,ORD
KORF,KORF,ORF
KORH,KORH,ORH
KORL,KORL,ORL
KORS,KORS,ESD
KOSA,KOSA,MPS
KOSC,KOSC,OSC
KOSH,KOSH,OSH
KOSU,KOSU,OSU
KOSX,KOSX,OSX
KOTG,KOTG,OTG
KOTH,KOTH,OTH
KOTM,KOTM,OTM
KOUN,KOUN,OUN
KOVE,KOVE,OVE
KOWA,KOWA,OWA
KOWB,KOWB,OWB
KOWD,KOWD,OWD
KOWK,KOWK,OWK
KOXB,KOXB,OCE
KOXC,KOXC,OXC
KOXD,KOXD,OXD
KOXR,KOXR,OXR
KOY,,KOY
KOYM,KOYM,STQ
KOZA,KOZA,OZA
KOZR,KOZR,OZR
KP04,,BSQ
KP10,,PXL
KP13,,GLB
KP14,,HBK
KP33,,CWX
KP52,,CTW
KPAE,KPAE,PAE
KPAH,KPAH,PAH
KPAM,KPAM,PAM
KPAN,KPAN,PJB
KPAO,KPAO,PAO
KPB,,KPB
KPBF,KPBF,PBF
KPBG,KPBG,PBG
KPBI,KPBI,PBI
KPBX,KPBX,PVL
KPDC,KPDC,PCD
KPDK,KPDK,PDK
KPDT,KPDT,PDT
KPDX,KPDX,PDX
KPEQ,KPEQ,PEQ
KPFC,KPFC,PFC
KPGA,KPGA,PGA
KPGD,KPGD,PGD
KPGR,KPGR,PGR
KPGV,KPGV,PGV
KPHD,KPHD,PHD
KPHF,KPHF,PHF
KPHH,KPHH,ADR
KPHK,KPHK,PHK
KPHL,KPHL,PHL
KPHN,KPHN,PHN
KPHP,KPHP,PHP
KPHT,KPHT,PHT
KPHX,KPHX,PHX
KPIA,KPIA,PIA
KPIB,KPIB,PIB
KPIE,KPIE,PIE
KPIH,KPIH,PIH
KPIM,KPIM,PIM
KPIR,KPIR,PIR
KPIT,KPIT,PIT
KPKB,KPKB,PKB
KPKD,KPKD,PKD
KPKF,KPKF,PKF
KPL,,KPL
KPLK,KPLK,PLK
KPLN,KPLN,PLN
KPLR,KPLR,PLR
KPMB,KPMB,PMB
KPMD,KPMD,PMD
KPMH,KPMH,PMH
KPMP,KPMP,PPM
KPNA,KPNA,PWY
KPNC,KPNC,PNC
KPNE,KPNE,PNE
KPNN,KPNN,PNN
KPNS,KPNS,PNS
KPOB,KPOB,POB
KPOC,KPOC,POC
KPOE,KPOE,POE
KPOF,KPOF,POF
KPOH,KPOH,POH
KPOU,KPOU,POU
KPOY,KPOY,POY
KPPA,KPPA,PPA
KPPF,KPPF,PPF
KPPO,KPPO,LPO
KPQI,KPQI,PQI
KPQL,KPQL,PGL
KPR,,KPR
KPRB,KPRB,PRB
KPRC,KPRC,PRC
KPRO,KPRO,PRO
KPRX,KPRX,PRX
KPSB,KPSB,PSB
KPSC,KPSC,PSC
KPSF,KPSF,PSF
KPSK,KPSK,PSK
KPSM,KPSM,PSM
KPSN,KPSN,PSN
KPSO,KPSO,PGO
KPSP,KPSP,PSP
KPSX,KPSX,PSX
KPTB,KPTB,PTB
KPTK,KPTK,PTK
KPTN,KPTN,PTN
KPTS,KPTS,PTS
KPTT,KPTT,PTT
KPTV,KPTV,PTV
KPTW,KPTW,PTW
KPUB,KPUB,PUB
KPUC,KPUC,PUC
KPUJ,KPUJ,
KPUW,KPUW,PUW
KPVC,KPVC,PVC
KPVD,KPVD,PVD
KPVF,KPVF,PVF
KPVG,KPVG,
KPVU,KPVU,PVU
KPVW,KPVW,PVW
KPWA,KPWA,PWA
KPWD,KPWD,PWD
KPWK,,PWK
KPWM,KPWM,PWM
KPWT,KPWT,PWT
KPY,,KPY
KPYM,KPYM,PYM
KR-0018,,JCJ
KRAC,KRAC,RAC
KRAL,KRAL,RAL
KRAP,KRAP,RAP
KRBD,KRBD,RBD
KRBG,KRBG,RBG
KRBL,KRBL,RBL
KRBM,KRBM,
KRBW,KRBW,RBW
KRCA,KRCA,RCA
KRCK,KRCK,RCK
KRCR,KRCR,RCR
KRDD,KRDD,RDD
KRDG,KRDG,RDG
KRDM,KRDM,RDM
KRDR,KRDR,RDR
KRDU,KRDU,RDU
KREO,KREO,REO
KRFD,KRFD,RFD
KRFG,KRFG,RFG
KRHI,KRHI,RHI
KRHV,KRHV,RHV
KRIC,KRIC,RIC
KRID,KRID,RID
KRIF,KRIF,RIF
KRIL,KRIL,RIL
KRIR,KRIR,RIR
KRIU,KRIU,
KRIV,KRIV,RIV
KRIW,KRIW,RIW
KRKD,KRKD,RKD
KRKP,KRKP,RKP
KRKR,KRKR,RKR
KRKS,KRKS,RKS
KRKW,KRKW,RKW
KRLD,KRLD,RLD
KRME,KRME,RME
KRMG,KRMG,RMG
KRMN,KRMN,
KRNC,KRNC,RNC
KRND,KRND,RND
KRNH,KRNH,RNH
KRNO,KRNO,RNO
KRNT,KRNT,RNT
KROA,KROA,ROA
KROC,KROC,ROC
KROG,KROG,ROG
KROW,KROW,ROW
KROX,KROX,ROX
KRPD,KRPD,RIE
KRPX,KRPX,RPX
KRQB,KRQB,WBR
KRQO,,RQO
KRRL,KRRL,RRL
KRRT,KRRT,RRT
KRSL,KRSL,RSL
KRSN,KRSN,RSN
KRST,KRST,RST
KRSW,KRSW,RSW
KRTN,KRTN,RTN
KRUQ,KRUQ,SRW
KRUT,KRUT,RUT
KRVL,KRVL,RED
KRVS,KRVS,RVS
KRWF,KRWF,RWF
KRWI,KRWI,RWI
KRWL,KRWL,RWL
KRXE,KRXE,RXE
KRZL,KRZL,RNZ
KS03,,AHM
KS05,,BDY
KS21,,SUO
KS33,,MDJ
KS39,,PRZ
KSAA,KSAA,SAA
KSAC,KSAC,SAC
KSAD,KSAD,SAD
KSAF,KSAF,SAF
KSAN,KSAN,SAN
KSAR,KSAR,SAR
KSAS,KSAS,SAS
KSAT,KSAT,SAT
KSAV,KSAV,SAV
KSAW,KSAW,MQT
KSBA,KSBA,SBA
KSBD,KSBD,SBD
KSBM,KSBM,SBM
KSBN,KSBN,SBN
KSBP,KSBP,SBP
KSBS,KSBS,SBS
KSBX,KSBX,SBX
KSBY,KSBY,SBY
KSCB,KSCB,SCB
KSCH,KSCH,SCH
KSCK,KSCK,SCK
KSDF,KSDF,SDF
KSDL,KSDL,SCF
KSDM,KSDM,SDM
KSDY,KSDY,SDY
KSEA,KSEA,SEA
KSEE,KSEE,SEE
KSEF,KSEF,SEF
KSEG,KSEG,SEG
KSEM,KSEM,SEM
KSEP,KSEP,SEP
KSER,KSER,SER
KSEZ,KSEZ,SDX
KSFB,KSFB,SFB
KSFF,KSFF,SFF
KSFM,KSFM,SFM
KSFO,KSFO,SFO
KSFZ,KSFZ,SFZ
KSGF,KSGF,SGF
KSGH,KSGH,SGH
KSGJ,KSGJ,UST
KSGR,KSGR,SGR
KSGT,KSGT,SGT
KSGU,KSGU,SGU
KSHD,KSHD,SHD
KSHN,KSHN,SHN
KSHR,KSHR,SHR
KSHV,KSHV,SHV
KSIK,KSIK,SIK
KSIV,KSIV,SIV
KSIY,KSIY,SIY
KSJC,KSJC,SJC
KSJN,KSJN,SJN
KSJT,KSJT,SJT
KSKA,KSKA,SKA
KSKF,KSKF,SKF
KSKX,KSKX,TSM
KSLB,KSLB,SLB
KSLC,KSLC,SLC
KSLE,KSLE,SLE
KSLG,KSLG,SLG
KSLI,KSLI,
KSLK,KSLK,SLK
KSLN,KSLN,SLN
KSLO,KSLO,SLO
KSLR,KSLR,SLR
KSMD,KSMD,SMD
KSME,KSME,SME
KSMF,KSMF,SMF
KSMN,KSMN,SMN
KSMO,KSMO,SMO
KSMS,KSMS,SUM
KSMX,KSMX,SMX
KSNA,KSNA,SNA
KSNK,KSNK,SNK
KSNL,KSNL,SNL
KSNS,KSNS,SNS
KSNY,KSNY,SNY
KSOP,KSOP,SOP
KSOW,KSOW,SOW
KSPA,KSPA,SPA
KSPF,KSPF,SPF
KSPG,KSPG,SPG
KSPI,KSPI,SPI
KSPS,KSPS,SPS
KSPW,KSPW,SPW
KSQI,KSQI,SQI
KSQL,KSQL,SQL
KSRC,KSRC,SRC
KSRQ,KSRQ,SRQ
KSRR,KSRR,RUI
KSSC,KSSC,SSC
KSSF,KSSF,SSF
KSSI,KSSI,SSI
KSTC,KSTC,STC
KSTE,KSTE,STE
KSTJ,KSTJ,STJ
KSTK,KSTK,STK
KSTL,KSTL,STL
KSTP,KSTP,STP
KSTS,KSTS,STS
KSUA,KSUA,SUA
KSUD,KSUD,SUD
KSUE,KSUE,SUE
KSUN,KSUN,SUN
KSUS,KSUS,SUS
KSUU,KSUU,SUU
KSUW,KSUW,SUW
KSUX,KSUX,SUX
KSVC,KSVC,SVC
KSVE,KSVE,SVE
KSVH,KSVH,SVH
KSVN,KSVN,SVN
KSWF,KSWF,SWF
KSWO,KSWO,SWO
KSWW,KSWW,SWW
KSYI,KSYI,SYI
KSYN,KSYN,SYN
KSYR,KSYR,SYR
KSYV,KSYV,SYV
KSZL,KSZL,SZL
KSZN,KSZN,SZN
KSZP,KSZP,SZP
KT03,,TBC
KTAD,KTAD,TAD
KTB,,KTB
KTBN,KTBN,TBN
KTBR,KTBR,TBR
KTC,,KTC
KTCC,KTCC,TCC
KTCL,KTCL,TCL
KTCM,KTCM,TCM
KTCS,KTCS,TCS
KTDO,KTDO,TDO
KTDW,KTDW,TDW
KTDZ,KTDZ,TDZ
KTEB,KTEB,TEB
KTEX,KTEX,TEX
KTHA,KTHA,THA
KTHM,KTHM,THM
KTHV,KTHV,THV
KTIK,KTIK,TIK
KTIW,KTIW,TIW
KTIX,KTIX,TIX
KTKX,KTKX,KNT
KTLH,KTLH,TLH
KTLR,KTLR,TLR
KTMA,KTMA,TMA
KTMB,KTMB,TMB
KTMK,KTMK,OTK
KTNP,KTNP,TNP
KTNT,KTNT,TNT
KTNU,KTNU,TNU
KTNX,KTNX,XSD
KTOA,KTOA,TOA
KTOC,KTOC,TOC
KTOI,KTOI,TOI
KTOL,KTOL,TOL
KTOP,KTOP,TOP
KTOR,KTOR,TOR
KTPA,KTPA,TPA
KTPF,KTPF,TPF
KTPH,KTPH,TPH
KTPL,KTPL,TPL
KTRI,KTRI,TRI
KTRK,KTRK,TKF
KTRL,KTRL,TRL
KTRM,KTRM,TRM
KTRX,KTRX,TRX
KTSP,KTSP,TSP
KTTD,KTTD,TTD
KTTN,KTTN,TTN
KTUL,KTUL,TUL
KTUP,KTUP,TUP
KTUS,KTUS,TUS
KTVC,KTVC,TVC
KTVF,KTVF,TVF
KTVI,KTVI,TVI
KTVL,KTVL,TVL
KTWF,KTWF,TWF
KTXK,KTXK,TXK
KTYL,KTYL,TYZ
KTYR,KTYR,TYR
KTYS,KTYS,TYS
KU07,,BFG
KU14,,NPH
KU34,,RVR
KU42,KSVR,
KU55,,PNU
KU70,,ICS
KUBS,KUBS,UBS
KUCY,KUCY,UCY
KUDD,KUDD,UDD
KUES,KUES,UES
KUGN,KUGN,UGN
KUIL,KUIL,UIL
KUIN,KUIN,UIN
KUKF,KUKF,IKB
KUKI,KUKI,UKI
KUKT,KUKT,UKT
KULM,KULM,ULM
KUNI,KUNI,ATO
KUNU,KUNU,UNU
KUNV,KUNV,SCE
KUOS,KUOS,UOS
KUOX,KUOX,UOX
KUP,,KUP
KUTA,KUTA,UTM
KUTS,KUTS,HTV
KUUU,KUUU,NPT
KUVA,KUVA,UVA
KUZA,KUZA,RKH
KVAD,KVAD,VAD
KVAY,KVAY,LLY
KVBG,KVBG,VBG
KVBT,KVBT,
KVCT,KVCT,VCT
KVCV,KVCV,VCV
KVDI,KVDI,VDI
KVE,,KVE
KVEL,KVEL,VEL
KVGT,KVGT,VGT
KVHN,KVHN,VHN
KVIH,KVIH,VIH
KVIS,KVIS,VIS
KVJI,KVJI,VJI
KVKS,KVKS,VKS
KVLA,KVLA,VLA
KVLD,KVLD,VLD
KVNC,KVNC,VNC
KVNY,KVNY,VNY
KVOK,KVOK,VOK
KVPS,KVPS,VPS
KVPZ,KVPZ,VPZ
KVQQ,KVQQ,VQQ
KVRB,KVRB,VRB
KVSF,KVSF,VSF
KVTN,KVTN,VTN
KVYS,KVYS,VYS
KW05,,GTY
KW28,,SQV
KW99,,PGC
KWAL,KWAL,WAL
KWAY,KWAY,WAY
KWBW,KWBW,WBW
KWDG,KWDG,WDG
KWDR,KWDR,WDR
KWEA,KWEA,WEA
KWF,,KWF
KWHP,KWHP,WHP
KWJF,KWJF,WJF
KWLD,KWLD,WLD
KWLW,KWLW,WLW
KWMC,KWMC,WMC
KWP,,KWP
KWRB,KWRB,WRB
KWRI,KWRI,WRI
KWRL,KWRL,WRL
KWST,KWST,WST
KWVI,KWVI,WVI
KWVL,KWVL,WVL
KWWD,KWWD,WWD
KWWR,KWWR,WWR
KWY,,KWY
KWYS,KWYS,WYS
KX39,,KYO
KXA,,KXA
KXMR,KXMR,
KXNA,KXNA,XNA
KXWA,KXWA,XWA
KY31,,WBK
KYIP,KYIP,YIP
KYKM,KYKM,YKM
KYKN,KYKN,YKN
KYNG,KYNG,YNG
KZ-ATX,,ATX
KZB,,KZB
KZPH,KZPH,ZPH
KZZV,KZZV,ZZV
L37,,PGS
LA-0006,,BOR
LAC,,LAC
LAKU,LAKU,KFZ
LAKV,LAKV,
LATI,LATI,TIA
LB11,LBTS,
LB13,LBSW,
LBAM,LBAM,
LBBA,LBBA,
LBBG,LBBG,BOJ
LBBO,LBBO,
LBBQ,LBBQ,
LBBZ,LBBZ,
LBDA,LBDA,
LBDB,LBDB,
LBGI,LBGI,
LBGO,LBGO,GOZ
LBGR,LBGR,
LBH,,LBH
LBHT,LBHT,
LBKJ,LBKJ,
LBLS,LBLS,
LBM,,LBM
LBMO,LBMO,
LBPD,LBPD,PDV
LBPG,LBPG,
LBPR,LBPR,
LBRD,LBRD,
LBRS,LBRS,ROU
LBSF,LBSF,SOF
LBSV,LBSV,
LBSZ,LBSZ,
LBVR,LBVR,
LBWB,LBWB,
LBWC,LBWC,
LBWN,LBWN,VAR
LCEN,LCEN,ECN
LCGK,LCGK,GEC
LCLK,LCLK,LCA
LCP,,LCP
LCPH,LCPH,PFO
LCRA,LCRA,AKT
LDDU,LDDU,DBV
LDHB,LDHB,
LDHE,LDHE,
LDHR,LDHR,
LDLO,LDLO,LSZ
LDOB,LDOB,
LDOC,LDOC,
LDOR,LDOR,
LDOS,LDOS,OSI
LDOV,LDOV,
LDPL,LDPL,PUY
LDPM,LDPM,
LDPN,LDPN,
LDPV,LDPV,
LDRG,LDRG,
LDRI,LDRI,RJK
LDRO,LDRO,
LDSB,LDSB,BWK
LDSH,LDSH,
LDSP,LDSP,SPU
LDSS,LDSS,
LDVA,LDVA,
LDVC,LDVC,
LDVD,LDVD,
LDVK,LDVK,
LDW,,LDW
LDZA,LDZA,ZAG
LDZB,LDZB,
LDZD,LDZD,ZAD
LDZE,LDZE,
LDZJ,LDZJ,
LDZL,LDZL,
LDZP,LDZP,
LDZS,LDZS,
LEAB,LEAB,ABC
LEAL,LEAL,ALC
LEAM,LEAM,LEI
LEAS,LEAS,OVD
LEBA,LEBA,ODB
LEBB,LEBB,BIO
LEBG,LEBG,RGS
LEBL,LEBL,BCN
LEBZ,LEBZ,BJZ
LECH,LECH,CDT
LECO,LECO,LCG
LECU,LECU,
LEDA,LEDA,ILD
LEGE,LEGE,GRO
LEGR,LEGR,GRX
LEGT,LEGT,
LEHC,LEHC,HSK
LEIB,LEIB,IBZ
LEJR,LEJR,XRY
LELC,LELC,
LELN,LELN,LEN
LELO,,RJL
LEMD,LEMD,MAD
LEMG,LEMG,AGP
LEMH,LEMH,MAH
LEMI,LEMI,RMU
LEMO,LEMO,OZP
LEO,,LEO
LEPA,LEPA,PMI
LEPP,LEPP,PNA
LERL,LERL,CQM
LERP,LERP,
LERS,LERS,REU
LERT,LERT,ROZ
LESA,LESA,SLM
LESB,LESB,
LESL,LESL,
LESO,LESO,EAS
LEST,LEST,SCQ
LESU,LESU,LEU
LETL,LETL,TEV
LETO,LETO,TOJ
LEVC,LEVC,VLC
LEVD,LEVD,VLL
LEVT,LEVT,VIT
LEVX,LEVX,VGO
